LSM303D detected successfully.
starting main
x -0.083448
y 0.022936
z 1.02724
beginning main loop
X Acceleration,X Kalman,X Kalman Rounded,Y Acceleration,Y Kalman,Y Kalman Rounded,Z Acceleration,Z Kalman,Z Kalman Rounded
14:6:19:23859	1.03713703283	73.300755766
14:6:19:49315	1.00849072754	73.300755766
14:6:19:73829	1.02960523615	73.300755766
14:6:19:98260	1.01991477558	74.2192466905
14:6:19:122803	1.02496152108	74.2192466905
14:6:19:147292	1.02791269233	74.2192466905
14:6:19:171764	1.03046151527	74.2192466905
14:6:19:196235	1.01835468878	74.2192466905
14:6:19:221753	1.0163397875	74.2192466905
14:6:19:246322	1.02215566598	71.4150625681
14:6:19:270843	1.02748217478	71.4150625681
14:6:19:295398	1.01595203881	71.4150625681
14:6:19:319947	1.01846526541	71.4150625681
14:6:19:344440	1.02282905374	71.4150625681
14:6:19:368981	1.01398878932	71.4150625681
14:6:19:393659	1.02987992182	71.4150625681
14:6:19:418203	1.01490001294	74.1537888462
14:6:19:443653	1.01026284018	74.1537888462
14:6:19:468173	1.03574516691	74.1537888462
14:6:19:493719	1.02160538881	74.1537888462
14:6:19:518298	1.01874757158	74.1537888462
14:6:19:542904	1.04512150037	74.1537888462
14:6:19:567573	1.02928342363	73.0028203979
14:6:19:592529	1.01614827525	73.0028203979
14:6:19:616966	1.02927092964	73.0028203979
14:6:19:641497	1.02053474727	73.0028203979
14:6:19:666030	1.02484964118	73.0028203979
14:6:19:690503	1.02500880206	73.0028203979
14:6:19:714928	1.00455451929	73.0028203979
14:6:19:741693	1.02187258262	72.5594041183
14:6:19:767369	1.02353931314	72.5594041183
14:6:19:791843	1.03454828908	72.5594041183
14:6:19:816509	1.01696032868	72.5594041183
14:6:19:841095	1.01448744768	72.5594041183
14:6:19:866655	1.03799578825	72.5594041183
14:6:19:891231	1.01920400562	72.2462106507
14:6:19:916773	1.03532040781	72.2462106507
14:6:19:941250	1.03005472044	72.2462106507
14:6:19:965843	1.01553330561	72.2462106507
14:6:19:990458	1.01602341256	72.2462106507
14:6:20:15117	1.01471585642	72.2462106507
14:6:20:40134	1.02059343365	73.0724869359
14:6:20:65195	1.04842461628	73.0724869359
14:6:20:90439	1.02575841374	73.0724869359
14:6:20:115012	1.02014401176	73.0724869359
14:6:20:139641	1.01961469162	73.0724869359
14:6:20:164151	1.02042416152	73.0724869359
14:6:20:189667	1.0269457379	73.0724869359
14:6:20:214242	1.03520611051	72.2553283749
14:6:20:238847	1.02917528199	72.2553283749
14:6:20:263388	1.02952852962	72.2553283749
14:6:20:287910	1.02624218712	72.2553283749
14:6:20:312440	1.01229180756	72.2553283749
14:6:20:336970	1.02622782865	72.2553283749
14:6:20:361481	1.02051412456	73.6639571103
14:6:20:385915	1.04128611645	73.6639571103
14:6:20:411723	1.03663278675	73.6639571103
14:6:20:438240	1.02534043369	73.6639571103
14:6:20:462807	1.03881735577	73.6639571103
14:6:20:487376	1.02803275206	73.6639571103
14:6:20:511911	1.02682160838	73.6639571103
14:6:20:536446	1.02578128162	73.0925766193
14:6:20:561015	1.02213545458	73.0925766193
14:6:20:585767	1.02471543889	73.0925766193
14:6:20:611729	1.02417612867	73.0925766193
14:6:20:636116	1.02963891814	73.0925766193
14:6:20:660532	1.02312377246	73.0925766193
14:6:20:684937	1.03014020143	73.1625273743
14:6:20:709519	1.0203559255	73.1625273743
14:6:20:734111	1.02444241952	73.1625273743
14:6:20:758596	1.02241636885	73.1625273743
14:6:20:783160	1.01647582774	73.1625273743
14:6:20:808705	1.03016074701	73.1625273743
14:6:20:833272	1.02058048327	73.1625273743
14:6:20:857864	1.03264342898	72.018570303
