LSM303D detected successfully.
starting main
x -0.09882
y 0
z 1.008696
Begin calibration routine
('gravity magnitude', 1.0126003327982493)
('gravity removed', [-0.3345716713427768, -0.22861497489692073, 0.958895494397769])
end of calibration
sleeping
clearing graph
beginning main loop
X Acceleration,Y Acceleration,Z Acceleration,X Kalman,Y Kalman,Z Kalman,X Kalman Rounded,Y Kalman Rounded,Z Kalman Rounded
(-0.09516, 0.02196, 1.001376, 0.06375736189102657, 0.06308886075423095, -0.0017590243640519532, '0.064', '0.063', '-0.002')
(-0.09516, 0.02196, 1.001376, 0.06213100816307199, 0.061385436093474674, -0.0019200476195433414, '0.062', '0.061', '-0.002')
(-0.09516, 0.02196, 1.001376, 0.06058627681904122, 0.059725885223591534, -0.0021774638407947577, '0.061', '0.060', '-0.002')
(-0.105896, 0, 1.000644, 0.048644839308244495, 0, -0.0030193435385605927, '0.049', '0.000', '-0.003')
(-0.105896, 0, 1.000644, 0.047497058679264556, 0, -0.003122458469284828, '0.047', '0.000', '-0.003')
(-0.105896, 0, 1.000644, 0.048261706253020495, 0, -0.0032675165448696752, '0.048', '0.000', '-0.003')
(-0.105896, 0, 1.000644, 0.047131862228781116, 0, -0.003360363012562706, '0.047', '0.000', '-0.003')
(-0.106872, 0, 1.000644, 0.0451008628497237, 0, -0.00344442733823902, '0.045', '0.000', '-0.003')
(-0.106872, 0, 1.000644, 0.044093673280112405, 0, -0.003638087505145604, '0.044', '0.000', '-0.004')
(-0.106872, 0, 1.000644, 0.045568886874804454, 0, -0.0035646679001732906, '0.046', '0.000', '-0.004')
(-0.106872, 0, 1.000644, 0.04455429320270726, 0, -0.0036417207087480197, '0.045', '0.000', '-0.004')
(-0.106872, 0, 1.000644, 0.043584521797509185, 0, -0.0038273834913540306, '0.044', '0.000', '-0.004')
(-0.099552, 0, 1.005524, 0.04980912385570088, 0, 0.0008706199804573433, '0.050', '0.000', '0.001')
(-0.099552, 0, 1.005524, 0.05109174982134185, 0, 0.00046305035937366235, '0.051', '0.000', '0.000')
(-0.099552, 0, 1.005524, 0.04999128481729584, 0, 0.0003060519815543117, '0.050', '0.000', '0.000')
(-0.099552, 0, 1.005524, 0.04893739727217586, 0, 0.0001625938627149992, '0.049', '0.000', '0.000')
(-0.099552, 0, 1.005524, 0.0498920285118811, 0, -2.9920867897326175e-05, '0.050', '0.000', '-0.000')
(-0.103944, 0, 1.015284, 0.04451664520772465, 0, 0.009678342859752664, '0.045', '0.000', '0.010')
(-0.103944, 0, 1.015284, 0.04357414033125588, 0, 0.009572658531034062, '0.044', '0.000', '0.010')
(-0.103944, 0, 1.015284, 0.0426700176690961, 0, 0.009388845719973338, '0.043', '0.000', '0.009')
(-0.103944, 0, 1.015284, 0.04359322413163695, 0, 0.00927287399479293, '0.044', '0.000', '0.009')
(-0.103944, 0, 1.017236, 0.042679225849614935, 0, 0.011186509475209272, '0.043', '0.000', '0.011')
(-0.101992, 0, 1.017236, 0.04371559491695587, 0, 0.011057632455836464, '0.044', '0.000', '0.011')
(-0.101992, 0, 1.017236, 0.04507294031984985, 0, 0.010899648779205684, '0.045', '0.000', '0.011')
(-0.101992, 0, 1.017236, 0.044141723492615664, 0, 0.01086548467678794, '0.044', '0.000', '0.011')
(-0.101992, 0, 1.017236, 0.043247414306190196, 0, 0.01051355569538881, '0.043', '0.000', '0.011')
(-0.100772, 0, 1.011868, 0.04359482820007127, 0, 0.005038302426159991, '0.044', '0.000', '0.005')
(-0.100772, 0, 1.011868, 0.04505463576281124, 0, 0.004968484138787144, '0.045', '0.000', '0.005')
(-0.100772, 0, 1.011868, 0.04416172787090197, 0, 0.004948682201302512, '0.044', '0.000', '0.005')
(-0.100772, 0, 1.011868, 0.04330319599725596, 0, 0.004849576687329993, '0.043', '0.000', '0.005')
(-0.100772, 0, 1.016748, 0.044698502673327756, 0, 0.009647735971136218, '0.045', '0.000', '0.010')
(-0.099308, 0, 1.016748, 0.04524699980585205, 0, 0.009628416808152629, '0.045', '0.000', '0.010')
(-0.099308, 0, 1.016748, 0.04436644281994788, 0, 0.009610128155328912, '0.044', '0.000', '0.010')
(-0.099308, 0, 1.016748, 0.043518868959464566, 0, 0.009576195229526574, '0.044', '0.000', '0.010')
(-0.099308, 0, 1.016748, 0.04407377142425935, 0, 0.009471276197897893, '0.044', '0.000', '0.009')
(-0.100772, 0, 1.016504, 0.04178409184232326, 0, 0.009217197821032252, '0.042', '0.000', '0.009')
(-0.100772, 0, 1.016504, 0.040989173322270284, 0, 0.009160753411539435, '0.041', '0.000', '0.009')
(-0.100772, 0, 1.016504, 0.04275841651793533, 0, 0.009059805448496938, '0.043', '0.000', '0.009')
(-0.100772, 0, 1.016504, 0.05371877151923993, 0, 0.008576436584937674, '0.054', '0.000', '0.009')
(-0.100284, 0, 1.01016, 0.055103417681431247, 0, 0.002198185166280009, '0.055', '0.000', '0.002')
(-0.100284, 0, 1.01016, 0.053802449650071596, 0, 0.0021145198934158227, '0.054', '0.000', '0.002')
(-0.100284, 0, 1.01016, 0.052561202597730936, 0, 0.002126087838472568, '0.053', '0.000', '0.002')
(-0.100284, 0, 1.01016, 0.05332907386573647, 0, 0.002044872436882894, '0.053', '0.000', '0.002')
(-0.099064, 0.020739999999999998, 0.992104, 0.053336534661233045, 0.03466994829290665, -0.015990462865684063, '0.053', '0.035', '-0.016')
(-0.099064, 0.020739999999999998, 0.992104, 0.05217818744789336, 0.03399823444564819, -0.016042153553281868, '0.052', '0.034', '-0.016')
(-0.099064, 0.020739999999999998, 0.992104, 0.05307849981450942, 0.03319473810033284, -0.016079920306142026, '0.053', '0.033', '-0.016')
(-0.099064, 0.020739999999999998, 0.992104, 0.051928169096080765, 0.03234640070124868, -0.01605786225140038, '0.052', '0.032', '-0.016')
(-0.105164, 0, 1.006012, 0.04483014248750121, 0, -0.002122452794008911, '0.045', '0.000', '-0.002')
(-0.105164, 0, 1.006012, 0.04387474947115265, 0, -0.0021196582617124538, '0.044', '0.000', '-0.002')
(-0.105164, 0, 1.006012, 0.04295931619373293, 0, -0.002169134569393716, '0.043', '0.000', '-0.002')
(-0.105164, 0, 1.006012, 0.04393704801071151, 0, -0.0022223465907460493, '0.044', '0.000', '-0.002')
(-0.105164, 0, 1.006012, 0.04542726078903135, 0, -0.0022608317739061246, '0.045', '0.000', '-0.002')
(-0.100284, 0, 1.009184, 0.04922357369117801, 0, 0.0009280883583735466, '0.049', '0.000', '0.001')
(-0.100284, 0, 1.009184, 0.04818543587976891, 0, 0.0008369118354374372, '0.048', '0.000', '0.001')
(-0.100284, 0, 1.009184, 0.047190035772915986, 0, 0.0008553611301083119, '0.047', '0.000', '0.001')
(-0.100284, 0, 1.009184, 0.046234788436465404, 0, 0.0008728767079548838, '0.046', '0.000', '0.001')
(-0.100284, 0, 1.009184, 0.045317313205071166, 0, 0.0008198738746967305, '0.045', '0.000', '0.001')
(-0.101504, 0, 1.001376, 0.0454973031469854, 0, -0.007044505382111765, '0.045', '0.000', '-0.007')
(-0.101504, 0, 1.001376, 0.04460190103559607, 0, -0.007020132973393878, '0.045', '0.000', '-0.007')
(-0.101504, 0, 1.001376, 0.0437415151865309, 0, -0.007052414215575009, '0.044', '0.000', '-0.007')
(-0.101504, 0, 1.001376, 0.04482317330527928, 0, -0.007091235891238945, '0.045', '0.000', '-0.007')
(-0.101504, 0, 0.990152, 0.04397275483195358, 0, -0.01828719465302442, '0.044', '0.000', '-0.018')
(-0.096624, 0, 0.990152, 0.047940299753314666, 0, -0.018335834666492246, '0.048', '0.000', '-0.018')
(-0.096624, 0, 0.990152, 0.047062493021344506, 0, -0.018351777682123926, '0.047', '0.000', '-0.018')
(-0.096624, 0, 0.990152, 0.04621739852957109, 0, -0.018334566073193836, '0.046', '0.000', '-0.018')
(-0.096624, 0, 0.990152, 0.045403221736787805, 0, -0.018318190173130522, '0.045', '0.000', '-0.018')
(-0.098332, 0, 1.000888, 0.042922103508585024, 0, -0.007633464861363848, '0.043', '0.000', '-0.008')
end of main loop
closing main graph
